course_title,is_paid,price,num_subscribers,num_reviews,level,published_timestamp,subject,duration_interval
Ultimate Investment Banking Course,1,200,2147,23,All Levels,2017-01-18T20:58:58Z,Business Finance,0-10h
Complete GST Course & Certification - Grow Your CA Practice,1,75,2792,923,All Levels,2017-03-09T16:34:20Z,Business Finance,30-40h
Financial Modeling for Business Analysts and Consultants,1,45,2174,74,Intermediate,2016-12-19T19:26:30Z,Business Finance,0-10h
Beginner to Pro - Financial Analysis in Excel 2017,1,95,2451,11,All Levels,2017-05-30T20:07:24Z,Business Finance,0-10h
How To Maximize Your Profits Trading Options,1,200,1276,45,Intermediate,2016-12-13T14:57:18Z,Business Finance,0-10h
Trading Penny Stocks: A Guide for All Levels In 2017,1,150,9221,138,All Levels,2014-05-02T15:13:30Z,Business Finance,0-10h
Investing And Trading For Beginners: Mastering Price Charts,1,65,1540,178,Introductory,2016-02-21T18:23:12Z,Business Finance,0-10h
"Trading Stock Chart Patterns For Immediate, Explosive Gains",1,95,2917,148,All Levels,2015-01-30T22:13:03Z,Business Finance,0-10h
Options Trading 3 : Advanced Stock Profit and Success Method,1,195,5172,34,Advanced,2015-05-28T00:14:03Z,Business Finance,0-10h
The Only Investment Strategy You Need For Your Retirement,1,200,827,14,All Levels,2017-04-18T18:13:32Z,Business Finance,0-10h
Forex Trading Secrets of the Pros With Amazon's AWS,1,200,4284,93,All Levels,2015-09-11T16:47:02Z,Business Finance,0-10h
Trading Options With Money Flow,1,200,1380,42,All Levels,2016-10-18T22:52:31Z,Business Finance,0-10h
Financial Management Risk and Return For Securities,1,30,3607,21,All Levels,2016-02-03T18:04:01Z,Business Finance,0-10h
Forex Trading Course: Work Smarter Not Harder Proven Results,1,195,4061,52,All Levels,2016-03-16T15:40:19Z,Business Finance,0-10h
Python Algo Trading: Sentiment Trading with News,1,200,294,19,All Levels,2017-04-28T16:41:44Z,Business Finance,0-10h
Short Selling: Learn To Sell Stocks Before The Fall,1,75,2276,106,Intermediate,2015-06-22T21:18:35Z,Business Finance,0-10h
Basic Technical Analysis: Learn the structure of the market,1,20,4919,79,Introductory,2016-01-08T17:21:26Z,Business Finance,0-10h
The Complete Chart Pattern Trading Course: A Proven Approach,1,200,2666,115,All Levels,2015-08-10T21:07:35Z,Business Finance,0-10h
7 Deadly Mistakes of Investing that Will Slash Your Profits!,1,50,5354,24,All Levels,2015-09-21T18:10:34Z,Business Finance,0-10h
Financial Statements Made Easy,1,95,8095,249,Introductory,2013-06-09T00:21:26Z,Business Finance,0-10h
Winning Forex Trading with Live Forex Trading Examples,1,200,809,3,All Levels,2017-06-06T02:54:04Z,Business Finance,0-10h
Forex Traders - Create Your First Trading Robot. No Coding!,1,200,2295,84,All Levels,2016-05-02T19:26:48Z,Business Finance,0-10h
Create A Business From Home Trading Stocks Today In 2017,1,75,10149,83,All Levels,2015-05-26T17:25:46Z,Business Finance,0-10h
Introduction to Accounting : Mastering Financial Statements,1,50,1916,38,Introductory,2016-12-05T22:14:17Z,Business Finance,0-10h
The Complete Ethereum Course: Get .01 Ether In Your Wallet,1,45,2507,333,All Levels,2016-05-30T18:53:46Z,Business Finance,0-10h
Beginner to Pro in PowerPoint: Complete PowerPoint Training,1,150,5786,518,All Levels,2015-01-31T15:34:05Z,Business Finance,0-10h
Investing 101: The Complete Online Investing Course,1,200,5334,373,All Levels,2014-11-28T17:49:03Z,Business Finance,0-10h
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,1,175,4005,237,Intermediate,2015-04-12T20:13:47Z,Business Finance,0-10h
Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),1,150,2877,103,All Levels,2016-04-26T22:41:46Z,Business Finance,0-10h
Forex Trading: Your Complete Guide to Get Started Like a Pro,1,140,1026,25,Introductory,2017-06-27T22:21:31Z,Business Finance,0-10h
Python Algo Stock Trading: Automate Your Trading!,1,95,1165,21,Introductory,2017-05-28T23:41:03Z,Business Finance,0-10h
THE Forex Robot: Incredible ROI (Robot Included),1,200,1843,171,All Levels,2016-10-04T15:20:57Z,Business Finance,0-10h
The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,1,45,8797,449,All Levels,2015-01-09T03:55:15Z,Business Finance,0-10h
Mastering High Probability Iron Condor Options Trading,1,200,1030,11,All Levels,2017-06-01T05:22:08Z,Business Finance,0-10h
The Complete Short Course on Ethereum,1,200,1041,12,All Levels,2017-06-11T19:02:03Z,Business Finance,0-10h
Options Trading Stocks: Proven Toolbox For Financial Success,1,195,7884,118,Intermediate,2015-05-19T23:25:41Z,Business Finance,10-20h
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,1,195,16900,2476,Introductory,2014-12-12T23:58:39Z,Business Finance,0-10h
"Introduction to Finance, Accounting, Modeling and Valuation",1,200,11441,1118,All Levels,2016-06-28T06:12:23Z,Business Finance,0-10h
Beginner to Pro in Excel: Financial Modeling and Valuation,1,195,22257,2697,All Levels,2014-11-25T23:00:40Z,Business Finance,0-10h
The Complete Investment Banking Course 2017,1,195,8575,809,All Levels,2016-10-10T16:16:26Z,Business Finance,0-10h
The Complete Financial Analyst Course 2017,1,195,24481,2347,All Levels,2016-01-21T01:38:48Z,Business Finance,10-20h
Python for Finance: Investment Fundamentals & Data Analytics,1,195,3811,278,All Levels,2017-03-30T22:17:09Z,Business Finance,0-10h
Financial Modeling for Startups & Small Businesses,1,195,4991,137,Introductory,2017-03-29T22:36:05Z,Business Finance,10-20h
Options Trading - How to Win with Weekly Options,1,115,7489,1190,Intermediate,2015-10-22T21:54:28Z,Business Finance,0-10h
Black Algo Trading: Build Your Trading Robot,1,200,20195,1113,All Levels,2014-10-27T22:01:36Z,Business Finance,10-20h
Accounting & Financial Statement Analysis: Complete Training,1,150,10042,594,All Levels,2015-10-22T00:03:48Z,Business Finance,0-10h
Cryptocurrency Trading: Complete Guide To Trading Altcoins,1,95,367,42,All Levels,2017-06-21T23:18:47Z,Business Finance,0-10h
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,1,200,10603,872,All Levels,2014-10-12T21:19:11Z,Business Finance,0-10h
Three Steps Trading - Live Trading - Real Account,1,190,1197,11,All Levels,2017-05-24T23:02:07Z,Business Finance,0-10h
Option Trading for Rookies:  Understand Options Completely,1,150,2893,65,All Levels,2016-08-10T15:27:06Z,Business Finance,0-10h
How I Learned Stock Trading (and How You Can Too),1,200,1580,12,Advanced,2017-05-02T21:20:54Z,Business Finance,0-10h
Learn to Trade for Profit: Find and Trade Winning Stocks,1,95,10605,71,All Levels,2014-10-24T18:13:49Z,Business Finance,0-10h
Trading Inside Bars - Master 1 Easy Pattern To Be Successful,1,125,2996,200,Intermediate,2015-03-09T00:24:38Z,Business Finance,0-10h
Four Fundamentals of Financial Planning,1,30,6219,23,All Levels,2017-02-14T04:42:58Z,Business Finance,0-10h
Options Trading - Calendar Spread Course for Every Trader,1,200,1113,11,All Levels,2017-04-02T21:46:00Z,Business Finance,0-10h
Dividend Investing: Build Your Portfolio for a Better Future,1,60,8314,83,Introductory,2015-01-24T06:31:19Z,Business Finance,0-10h
Learn Accounting. Understand Business.,1,200,5572,123,Introductory,2014-03-27T17:58:37Z,Business Finance,0-10h
How to Consistently Win Trading Stocks in 30 Days or Less,1,145,1433,169,Intermediate,2016-05-09T05:44:33Z,Business Finance,0-10h
A Beginner's Guide to Quantopian Futures API,1,20,936,6,Intermediate,2017-04-11T00:59:50Z,Business Finance,0-10h
How to Buy Cheap Options - Options Trading Pricing Model,1,200,658,2,All Levels,2017-06-02T18:12:45Z,Business Finance,0-10h
Excel Crash Course: Master Excel for Financial Analysis,1,105,8121,689,All Levels,2016-10-18T00:51:59Z,Business Finance,0-10h
"Comprehensive Guide to Financial Markets, Investing &Trading",1,60,4187,600,Introductory,2016-02-29T18:45:41Z,Business Finance,0-10h
Stock Trading Ninja: Complete System For Trading Success,1,155,9445,497,All Levels,2014-02-19T19:04:28Z,Business Finance,0-10h
Hedge and Mutual Fund Careers: The Complete Guide,1,200,3255,340,All Levels,2016-06-20T20:17:12Z,Business Finance,0-10h
Algorithmic Trading In Forex: Create Your First Forex Robot!,1,185,7941,713,All Levels,2014-08-11T08:01:14Z,Business Finance,0-10h
The Power Modeling Bootcamp: Advanced Excel in 10 Days,1,150,1680,158,All Levels,2016-11-26T04:09:14Z,Business Finance,0-10h
Options Trading Basics (3-Course Bundle),1,180,10100,985,Introductory,2013-02-25T11:36:06Z,Business Finance,10-20h
How to Win 97% of Your Options Trades,1,125,5050,461,All Levels,2015-02-10T04:21:40Z,Business Finance,0-10h
How I Make Consistent Returns Trading Options,1,200,2310,162,All Levels,2016-10-05T17:42:52Z,Business Finance,0-10h
"Forex Strategies: Kelly Criterion, Larry Williams and more!",1,185,5528,506,All Levels,2015-02-19T11:31:27Z,Business Finance,0-10h
"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",1,125,6451,237,All Levels,2014-04-16T13:58:31Z,Business Finance,0-10h
Options Trading Introduction: Day Trade Stock Options,1,95,12394,218,Introductory,2015-02-20T21:39:41Z,Business Finance,0-10h
The Almost Perfect Options Trading Strategy System - Unique,1,200,1793,18,All Levels,2017-03-03T21:43:05Z,Business Finance,0-10h
Forex Trading -  Learn to Trade Forex Like the Banks,1,20,3223,240,All Levels,2016-03-30T15:29:03Z,Business Finance,0-10h
Learn to Trade for Profit:Trading with Japanese Candlesticks,1,60,16385,273,Introductory,2014-09-02T03:53:13Z,Business Finance,0-10h
The Most Powerful Options Spread Trading Front Ratio Spread,1,200,1487,16,All Levels,2017-03-08T21:09:41Z,Business Finance,0-10h
What Finance Job is for You? Explanation of 14 Finance Roles,1,200,2951,232,All Levels,2016-05-04T05:22:32Z,Business Finance,0-10h
The Blueprint for Successful Stock Trading,1,120,2697,331,All Levels,2015-08-13T18:58:05Z,Business Finance,0-10h
Trading for Beginners - Intermediate Level,1,150,3979,40,Introductory,2016-11-09T01:45:20Z,Business Finance,0-10h
Start Trading Stocks Using Technical Analysis!,1,25,3190,244,All Levels,2016-02-03T17:10:31Z,Business Finance,0-10h
Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,1,200,1406,71,Advanced,2017-01-18T20:55:27Z,Business Finance,0-10h
VPS for Forex Trading - Protect Your Forex Robots,1,160,4252,225,All Levels,2014-09-19T04:07:58Z,Business Finance,0-10h
Introduction to Accounting: The Language of Business,1,20,11958,370,Introductory,2014-10-02T09:16:55Z,Business Finance,10-20h
Basic Excel for Basic Bookkeeping and Accounting,1,95,7743,340,Introductory,2015-09-10T00:30:48Z,Business Finance,0-10h
"Using 'The Greeks To Understand Options""",1,50,2134,55,All Levels,2016-07-13T18:37:40Z,Business Finance,0-10h
Trading Options For Consistent Returns: Calendar Spreads,1,200,1214,69,All Levels,2016-10-07T04:58:46Z,Business Finance,0-10h
How to Create Your Personal Budget,1,20,3870,53,All Levels,2016-03-21T21:09:49Z,Business Finance,0-10h
The Complete Value Investing Course: A Proven Approach,1,200,2146,212,All Levels,2015-06-16T22:43:07Z,Business Finance,0-10h
FOREX Trading with Price Action,1,195,484,57,Introductory,2017-03-14T18:30:55Z,Business Finance,0-10h
Emini ES Futures - Advanced Non Directional Options Trading,1,200,1057,15,All Levels,2017-01-11T20:48:19Z,Business Finance,0-10h
Forex Trading - Advanced Fundamental Analysis,1,20,1754,100,Intermediate,2016-06-30T17:06:46Z,Business Finance,0-10h
How To Invest With Tiny Capital In Stocks ?,1,20,1239,5,Introductory,2017-05-23T16:07:09Z,Business Finance,0-10h
Learn How To Successfully Trade Stocks: In 5 Simple Steps,1,95,2493,276,All Levels,2015-01-31T19:02:09Z,Business Finance,0-10h
Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,1,150,2602,402,Introductory,2015-10-28T17:32:56Z,Business Finance,0-10h
Intermediate Options trading concepts for Stocks and Options,1,40,2000,30,All Levels,2015-04-13T20:28:04Z,Business Finance,0-10h
Options Trading 101: The Basics,0,0,1514,66,Introductory,2017-03-23T22:19:57Z,Business Finance,0-10h
Practical Accounts APP Overview,1,20,1361,1,Intermediate,2016-10-04T23:38:32Z,Business Finance,0-10h
Bitcoin Profits for Beginners,1,100,61,18,Introductory,2017-06-09T17:01:05Z,Business Finance,0-10h
Trend Traders Club: How To Find And Trade Fast Moving Trends,1,75,1513,31,All Levels,2015-08-04T19:16:51Z,Business Finance,0-10h
Financial Statements Basics,1,20,1374,19,Introductory,2016-01-14T18:58:56Z,Business Finance,0-10h
High performance Stock Trading using key Options techniques,1,40,2103,15,All Levels,2015-04-12T22:28:45Z,Business Finance,0-10h
Introduction to Financial Statement Analysis,1,20,1480,25,Introductory,2016-03-21T17:00:37Z,Business Finance,0-10h
Basics of Economics (College Level),1,25,2516,12,All Levels,2015-01-08T13:55:52Z,Business Finance,0-10h
Stock Market Investing for Beginners,0,0,50855,2698,Introductory,2013-12-25T19:53:34Z,Business Finance,0-10h
Accounting for Beginners : Learn Basics in under 1 Hour,1,50,1971,13,Introductory,2015-12-03T17:08:10Z,Business Finance,0-10h
Straddle Options Trading - Profit in Any Market Direction,1,200,837,9,All Levels,2016-10-03T17:32:40Z,Business Finance,0-10h
Fundamentals of Forex Trading,0,0,17160,620,All Levels,2014-08-29T20:10:38Z,Business Finance,0-10h
"Binary Options: Trading Strategies, 90% Accuracy and Signals",1,195,1723,38,Introductory,2015-12-14T18:29:57Z,Business Finance,0-10h
Website Investing 101 - Buying & Selling Online Businesses,0,0,6811,151,All Levels,2016-08-05T17:03:15Z,Business Finance,0-10h
Practical Accounts & Bookkeeping Automated Overview ,1,20,2060,17,All Levels,2016-01-28T21:43:31Z,Business Finance,0-10h
Live Account - ETF Trading System - Hacking The Stock Market,1,150,2318,19,All Levels,2014-12-31T03:29:21Z,Business Finance,0-10h
Stock Market Leverage: How to Start Trading Options Wisely,1,95,2153,14,Introductory,2015-07-27T18:39:51Z,Business Finance,0-10h
Stock Market Foundations,0,0,19339,794,Introductory,2014-03-31T21:35:06Z,Business Finance,0-10h
Crash Course on Working Capital Management,1,20,3177,8,All Levels,2015-04-16T17:35:54Z,Business Finance,0-10h
Advanced Accounting A Complete Study for CA / CMA / CFA / CS,1,150,1535,16,All Levels,2016-06-03T17:42:27Z,Business Finance,60-70h
61% Profit In 1 Month - Crush Your Forex Trading Paradigm,1,20,1027,29,All Levels,2016-07-18T22:38:56Z,Business Finance,0-10h
How to create a routine Trading,1,25,307,8,All Levels,2017-05-01T18:50:43Z,Business Finance,0-10h
"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",1,150,2096,48,All Levels,2015-08-24T22:16:54Z,Business Finance,0-10h
Forex SOS Course: Trading Tweaks And Working Forex Strategy,1,50,1315,48,Introductory,2015-11-18T22:40:10Z,Business Finance,0-10h
Introduction to Financial Modeling,0,0,29167,1463,Intermediate,2014-05-27T16:22:16Z,Business Finance,0-10h
Quantitative Aptitude for Banking & Competitive Examinations,1,50,1056,1,All Levels,2017-02-09T19:33:52Z,Business Finance,0-10h
Option Spreads and Credit Spreads Bundle,1,180,2212,194,Advanced,2013-03-05T18:27:38Z,Business Finance,0-10h
B Com Accountancy I (Paper ECO 02 IGNOU),1,50,2946,6,All Levels,2016-05-05T23:07:43Z,Business Finance,30-40h
FOREX TRADING - Learn in a quick + profitable way + support,1,100,271,48,All Levels,2017-02-20T23:45:20Z,Business Finance,0-10h
Auditing Basics (Professional Course Level),1,25,3771,10,All Levels,2015-02-13T14:37:18Z,Business Finance,0-10h
Stock market Investing Encyclopedia: How to invest in stocks,1,200,3143,11,Intermediate,2015-11-10T22:55:53Z,Business Finance,0-10h
Learn the basics of preparing accounting statements,1,20,1951,30,Intermediate,2015-10-13T21:07:22Z,Business Finance,0-10h
Elliott Wave -Forex Trading With The Elliott Wave Theory,1,90,4022,35,Advanced,2016-12-15T15:49:13Z,Business Finance,0-10h
Corporate Finance - A Brief Introduction,0,0,11724,649,Introductory,2016-03-04T05:58:09Z,Business Finance,0-10h
Excel functions to analyze and visualize data,1,20,2283,54,Intermediate,2015-04-20T18:52:32Z,Business Finance,0-10h
Building Financial Statements in Excel,1,35,1181,1,Introductory,2017-06-29T23:34:42Z,Business Finance,0-10h
Transfer Pricing A Complete Analysis,1,50,1852,3,All Levels,2016-12-28T18:19:16Z,Business Finance,0-10h
Accounting: Get Hired Without Work Experience,1,100,4661,187,All Levels,2014-09-01T21:43:47Z,Business Finance,0-10h
Forex Trading for Beginners - Basics,1,50,989,9,All Levels,2017-04-24T16:42:56Z,Business Finance,0-10h
Basic Bookkeeping Hacks,1,20,5841,16,All Levels,2016-06-14T15:43:23Z,Business Finance,0-10h
Complete Trading Plan Course for Stocks & Forex (10 Hours),1,200,1087,14,All Levels,2017-03-23T05:54:27Z,Business Finance,0-10h
"Forex Trading with Fixed 'Risk through Options Trading""",1,200,611,4,Introductory,2017-06-07T17:15:07Z,Business Finance,0-10h
"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",1,60,1922,149,All Levels,2016-01-21T01:25:31Z,Business Finance,20-30h
How to Pick The Right Penny Stocks To Invest In 2017,1,150,9015,65,All Levels,2014-07-01T20:04:27Z,Business Finance,0-10h
Top 10 Trading Ideas in the Equities Market,1,20,661,4,All Levels,2017-05-02T21:59:07Z,Business Finance,0-10h
Intro to Financial Modeling,1,105,1077,110,Introductory,2016-08-19T20:12:24Z,Business Finance,0-10h
Shark Accounting - Building a Business by the Numbers!,1,20,6050,140,Introductory,2014-05-18T19:08:04Z,Business Finance,0-10h
Forex Trading MAKE YOUR FIRST TRADE TODAY!,1,150,3523,46,All Levels,2016-01-10T21:39:39Z,Business Finance,0-10h
Accounting in 60 Minutes - A Brief Introduction,0,0,56659,4397,Introductory,2013-04-07T21:39:25Z,Business Finance,0-10h
SAP FICO For Beginners - A Guide to SAP Financial Accounts,1,100,1444,101,Introductory,2016-07-25T16:08:07Z,Business Finance,0-10h
Learn how to double your Forex Trading Account in one trade,1,60,2900,424,Intermediate,2014-10-19T22:04:51Z,Business Finance,0-10h
"Accounting Superpowers: Learn Accounts, Understand Business!",1,200,1437,96,Introductory,2016-08-08T22:23:09Z,Business Finance,0-10h
Python Algo Trading: FX Trading with Oanda,1,200,453,42,Intermediate,2017-03-14T00:39:45Z,Business Finance,0-10h
Save on Your Taxes,1,20,2437,12,All Levels,2016-11-16T17:38:38Z,Business Finance,0-10h
Financial Model Basics: Build a model from start to finish,1,30,5057,142,Introductory,2015-02-06T07:12:25Z,Business Finance,0-10h
Option Trading for Rookies: The Covered Call Option Strategy,1,95,6092,25,Introductory,2016-11-03T05:22:20Z,Business Finance,0-10h
EFT for Stock Options Trading Success & Making Better Trades,1,95,4530,13,All Levels,2015-08-06T19:08:20Z,Business Finance,0-10h
Learn to Trade the Stock Market without Blowing Your Profits,1,60,6967,16,All Levels,2017-05-02T20:53:24Z,Business Finance,0-10h
Get a Credit Repair Publication On Amazon and Live LIFE..,1,20,727,11,Introductory,2017-04-26T18:17:51Z,Business Finance,0-10h
Fundamentals of Accounting,1,20,1560,43,All Levels,2016-08-31T22:03:44Z,Business Finance,0-10h
"RSI, Options Trading & Technical Analysis (3 Course Bundle)",1,200,1047,9,All Levels,2017-01-26T22:55:27Z,Business Finance,0-10h
Basics of Mutual Funds for CA / CMA / CS / CFA Exams,1,125,1045,2,Intermediate,2017-04-24T21:59:45Z,Business Finance,0-10h
Accounting 101: How to read an Accounting Balance Sheet,1,200,3050,86,Introductory,2015-01-27T09:27:49Z,Business Finance,0-10h
Stock Options Day Trading Mindset for Success,1,200,2988,21,All Levels,2015-09-29T19:15:24Z,Business Finance,0-10h
Introduction to bookkeeping and Accounting,1,35,2623,158,Introductory,2015-08-21T20:33:25Z,Business Finance,0-10h
Learn to Trade The News,1,200,1924,351,All Levels,2015-07-16T22:03:29Z,Business Finance,40-50h
"Value Investing, Taught by Six Superinvestors",1,200,3804,267,All Levels,2015-06-19T21:22:17Z,Business Finance,0-10h
Trading for everyone - The Independent Investor Course I,1,120,4133,15,Introductory,2015-10-08T20:23:36Z,Business Finance,0-10h
Get Acquired: Learn From The Head Of Acquisitions For eBay,1,195,1420,70,All Levels,2016-04-28T18:04:46Z,Business Finance,0-10h
Stock Market investment: Practical Accounting,1,125,1120,6,Introductory,2017-01-23T17:04:49Z,Business Finance,0-10h
"How to remove 'Risk from Penny Stocks - Options Trading""",1,200,668,12,All Levels,2017-02-07T00:45:51Z,Business Finance,0-10h
Accounting Basics in 66 Minutes (absolutely for beginners),1,25,4086,31,All Levels,2015-03-08T21:13:13Z,Business Finance,0-10h
"Tax Accounting: Difficult Topic, Made Easy to Understand",1,200,1033,10,All Levels,2017-01-11T16:17:20Z,Business Finance,0-10h
Analysis of Company Financial Statements,1,20,832,34,All Levels,2016-12-07T20:19:37Z,Business Finance,0-10h
Forex Trading Like Banks – Step by Step with Live Examples,1,195,677,45,All Levels,2016-12-18T16:13:47Z,Business Finance,0-10h
Fundamentals of Investing!,1,20,3125,54,Introductory,2015-08-09T18:34:30Z,Business Finance,0-10h
Bank Financial Management A Comprehensive Study,1,50,1081,6,All Levels,2017-02-10T00:51:57Z,Business Finance,0-10h
Learn to Trade Forex and Stocks: From Beginner to Advanced,1,200,1645,25,All Levels,2016-09-07T20:33:30Z,Business Finance,0-10h
"Master 'Technical Analysis and Chart reading skills Bundle""",1,120,3348,352,All Levels,2013-02-25T21:38:29Z,Business Finance,0-10h
Naked Put Options Trade Covered Call & Poor Man Covered Call,1,200,939,7,All Levels,2017-02-10T22:40:57Z,Business Finance,0-10h
The Ultimate Guide to Dividend & Dividend Growth Investing,1,200,2115,59,All Levels,2015-11-13T18:10:25Z,Business Finance,0-10h
Charting for Beginners 101: Technical Analysis Demystified,1,45,2230,102,All Levels,2015-10-09T21:27:49Z,Business Finance,0-10h
Build a DCF Valuation Model,1,50,2053,234,All Levels,2014-10-01T18:49:29Z,Business Finance,0-10h
Introductory Financial Accounting,1,80,1793,265,Introductory,2012-10-03T03:20:10Z,Business Finance,10-20h
Introduction to Cryptocurrencies and Blockchain,0,0,3775,138,Introductory,2017-05-01T21:18:54Z,Business Finance,0-10h
Trade Pullback Candlestick Strategy - Make Consistent Pips,1,200,521,67,All Levels,2016-02-24T17:30:41Z,Business Finance,0-10h
Accounting Standards Basics (Professional Course Level),1,20,2222,9,All Levels,2015-02-07T15:06:57Z,Business Finance,0-10h
Use the Magic Multiple Moving Average Forex Trading system,1,50,1097,252,Intermediate,2014-11-08T02:21:54Z,Business Finance,0-10h
QuickBooks 2015 Training for Newbies,1,200,2506,21,Introductory,2015-05-11T23:16:54Z,Business Finance,0-10h
TRADING PSYCHOLOGY: Trading Mindset Mastery,1,120,975,23,Intermediate,2015-09-30T18:57:45Z,Business Finance,0-10h
Option Trading: How to Adjust Delta-Neutral Strangles!,1,145,1398,15,All Levels,2015-10-19T23:01:15Z,Business Finance,0-10h
Profitable binary option trading strategy,1,195,1096,24,All Levels,2015-10-29T00:34:09Z,Business Finance,0-10h
Tax Strategy: Financial Planning for Beginners,1,200,1703,59,All Levels,2014-11-04T01:37:23Z,Business Finance,0-10h
Accounting 2 Simplified for You,1,45,1446,23,Introductory,2014-12-09T08:31:40Z,Business Finance,0-10h
Project Funding Modelling (for Professionals),1,20,2736,3,All Levels,2014-12-29T09:00:17Z,Business Finance,0-10h
Investing: How I Consistently Beat The Stock Market,1,200,2000,31,All Levels,2014-12-11T20:35:05Z,Business Finance,0-10h
Bookkeeping Basics:  Understand the Fundamentals,1,75,853,45,Introductory,2016-11-06T22:33:44Z,Business Finance,0-10h
Leasing - A Comprehensive Study (Professional Course Level),1,20,3094,2,All Levels,2015-07-17T22:10:39Z,Business Finance,0-10h
Trading Options For Consistent Returns: Options Basics,0,0,4077,281,Introductory,2016-08-18T21:57:04Z,Business Finance,0-10h
TechniTrader Leading Hybrid Indicator Trading,1,20,4117,54,Intermediate,2013-04-04T21:36:10Z,Business Finance,0-10h
Financial modeling: Build a DCF equity valuation model,1,20,1369,17,All Levels,2016-03-06T21:33:58Z,Business Finance,0-10h
CryptoArbitrager: Bitcoin Trading Robot (no mining),1,150,1224,42,All Levels,2016-03-23T21:13:52Z,Business Finance,0-10h
Accounting Is Easy (for Beginners),1,20,3870,12,All Levels,2014-05-20T18:13:38Z,Business Finance,0-10h
Non Directional Weekly Options Trading System - ETF & Emini,1,200,897,22,All Levels,2016-05-24T15:43:06Z,Business Finance,0-10h
The Complete Position Trading Course: Position Trading Stock,1,45,1311,36,All Levels,2016-01-15T18:10:47Z,Business Finance,0-10h
Master Iron Condors - Double the credit for half the risk,1,60,1338,139,Advanced,2013-03-02T13:27:41Z,Business Finance,0-10h
Basics of investing in Mutual Funds,1,20,1589,26,Intermediate,2015-03-03T01:22:39Z,Business Finance,0-10h
A Value Investing Approach to the Stock Market,1,20,1189,12,All Levels,2015-02-19T20:40:23Z,Business Finance,0-10h
Learn how to INVEST for huge profits or make it big trading!,1,50,701,12,All Levels,2015-06-19T22:49:13Z,Business Finance,0-10h
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",1,50,1105,3,Intermediate,2015-02-11T06:52:30Z,Business Finance,0-10h
Mastering Candlestick Charting : High Probability Trading,1,50,123,16,All Levels,2015-09-22T00:05:53Z,Business Finance,0-10h
Binary Options Course - Level 2,0,0,5874,207,Intermediate,2014-06-26T02:00:55Z,Business Finance,0-10h
Stock Technical Analysis with R,1,50,354,32,All Levels,2016-03-18T20:46:05Z,Business Finance,0-10h
"Get to know the VIX Index (aka 'The Fear Index)""",1,60,727,64,All Levels,2013-03-08T11:42:48Z,Business Finance,0-10h
Apply finance concepts for smart project management,0,0,3465,161,Introductory,2016-02-23T21:05:46Z,Business Finance,0-10h
Introduction to Futures Trading and Live Trade Demonstration,1,60,54,4,Advanced,2017-05-24T14:16:09Z,Business Finance,0-10h
Crowdfunding to Win,1,40,627,15,All Levels,2015-09-23T22:16:35Z,Business Finance,0-10h
Comprehensive Forex Mastery Program,1,45,650,107,All Levels,2013-02-07T19:50:45Z,Business Finance,10-20h
Preparation of Consolidated Financial Statements (Basic),0,0,965,0,Intermediate,2017-06-28T20:37:13Z,Business Finance,0-10h
Succeed in Bonds Even if You Don't Know Where to Start,1,200,1113,6,All Levels,2017-02-03T04:34:07Z,Business Finance,0-10h
Learn to Trade for Profit: Ten Most Profitable Trading Rules,1,95,739,28,All Levels,2014-12-23T15:28:09Z,Business Finance,0-10h
Succeed in Lotto Even if You Don't Know Where to Start!,1,20,1201,12,All Levels,2017-05-11T22:19:28Z,Business Finance,0-10h
CFA Corporate Finance Level 2,1,50,2474,6,All Levels,2015-07-07T20:35:21Z,Business Finance,10-20h
Pin Bars: The Most Powerful Forex Trading Signal,1,200,494,16,All Levels,2016-08-10T13:10:13Z,Business Finance,0-10h
Stock Options Trades Using Interactive Brokers,1,95,1580,26,Intermediate,2015-09-07T20:21:39Z,Business Finance,0-10h
Introduction to Options - Strategies For Consistent Profits,1,40,617,44,All Levels,2015-08-16T22:14:02Z,Business Finance,0-10h
Risk in Forex Transactions - for CA / CS / CFA exams,1,20,2235,3,All Levels,2015-09-29T17:27:02Z,Business Finance,0-10h
Basics of Business Statistics (College Level),1,20,2293,9,All Levels,2015-01-06T13:05:53Z,Business Finance,0-10h
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",1,200,1094,8,Introductory,2016-03-30T04:56:57Z,Business Finance,0-10h
Interpreting Financial Statements,1,20,1449,29,Introductory,2013-06-06T21:50:57Z,Business Finance,0-10h
Introduction to Bookkeeping (Accounting),1,20,3251,10,Introductory,2014-01-31T20:40:36Z,Business Finance,10-20h
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,1,60,607,55,Intermediate,2013-03-05T11:31:37Z,Business Finance,0-10h
