course_title,is_paid,price,num_subscribers,num_reviews,level,published_timestamp,subject,duration_interval
Comprehensive JavaScript Programming,1,20,6760,84,All Levels,2013-11-26T23:59:20Z,Web Development,0-10h
Security for your WordPress site,1,85,1096,8,Introductory,2017-02-09T03:23:24Z,Web Development,0-10h
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,1,50,7407,172,All Levels,2014-03-04T07:12:21Z,Web Development,20-30h
Accelerated ES6 JavaScript Training,1,110,5811,850,Intermediate,2016-07-12T18:22:37Z,Web Development,0-10h
AWS Serverless APIs & Apps - A Complete Introduction,1,145,2145,166,All Levels,2017-06-19T22:19:24Z,Web Development,0-10h
Python and Django Full Stack Web Developer Bootcamp,1,200,11832,1883,All Levels,2017-02-24T18:40:55Z,Web Development,30-40h
The Complete Elixir and Phoenix Bootcamp,1,50,5279,1375,All Levels,2016-10-27T22:44:29Z,Web Development,10-20h
Build a Real-world App with ASP.NET Core and Angular 2 (4+),1,190,5332,828,Intermediate,2017-03-27T21:58:48Z,Web Development,10-20h
REST APIs with Flask and Python,1,110,5151,737,Intermediate,2016-11-06T19:00:38Z,Web Development,10-20h
Angular 4 (formerly Angular 2) - The Complete Guide,1,190,73783,19649,All Levels,2016-02-11T07:29:29Z,Web Development,20-30h
Build Websites from Scratch with HTML & CSS,1,145,51257,1955,Introductory,2013-09-25T15:59:09Z,Web Development,0-10h
PHP for Beginners -Become a PHP Master - Project Included,1,200,28880,4316,All Levels,2015-02-14T00:54:08Z,Web Development,30-40h
The Professional Ruby on Rails Developer,1,100,17334,676,All Levels,2015-02-23T23:18:49Z,Web Development,10-20h
The Complete Ruby on Rails Developer Course,1,195,33677,3809,All Levels,2015-10-23T20:29:25Z,Web Development,30-40h
Docker Technologies for DevOps and Developers,1,30,19210,3137,All Levels,2016-08-29T19:02:30Z,Web Development,0-10h
JavaScript programming: JavaScript for beginners,1,55,2215,223,Introductory,2016-04-13T18:10:18Z,Web Development,0-10h
JSON in Action: Build JSON-Based Applications,1,50,1322,171,All Levels,2016-03-11T20:49:14Z,Web Development,0-10h
Learn Ruby Programming The Easy Way,1,35,3485,22,All Levels,2015-09-15T19:07:14Z,Web Development,0-10h
Learn OAuth 2.0 - Get started as an API Security Expert,1,95,2185,283,All Levels,2015-07-20T22:38:11Z,Web Development,0-10h
AngularJS For .Net Developers From Scratch,1,50,2494,303,Intermediate,2016-03-09T20:03:42Z,Web Development,0-10h
"Jekyll: make fast, secure static sites and blogs with Jekyll",1,45,2091,86,Introductory,2016-02-18T17:30:13Z,Web Development,0-10h
HTML and CSS BootCamp for Beginners,1,30,1777,35,Introductory,2017-01-20T22:20:41Z,Web Development,0-10h
Hosting Django: Amazon Web Services (AWS) Fundamentals,1,45,2573,103,All Levels,2015-10-19T21:30:02Z,Web Development,0-10h
Angular Advanced MasterClass & FREE E-Book,1,150,228,9,Intermediate,2017-07-03T21:59:45Z,Web Development,0-10h
Learn Responsive Web Development from Scratch,0,0,59639,2692,All Levels,2013-12-09T12:16:40Z,Web Development,0-10h
Build WordPress Plugin to extend Beaver Builder,1,50,1705,26,Intermediate,2016-07-04T23:13:45Z,Web Development,0-10h
Coding Made Easy: A Beginners Guide To JavaScript,1,40,1950,33,Introductory,2016-09-18T21:58:41Z,Web Development,0-10h
The Complete Developers Guide to MongoDB,1,150,10945,1286,All Levels,2016-11-15T01:25:44Z,Web Development,10-20h
Electron for Desktop Apps: The Complete Developer's Guide,1,50,2606,241,Introductory,2017-05-16T19:43:44Z,Web Development,0-10h
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),1,190,17671,4675,All Levels,2016-11-08T18:55:21Z,Web Development,10-20h
"React JS, Angular & Vue JS - Quickstart & Comparison",1,160,2273,288,Introductory,2017-05-09T20:37:25Z,Web Development,0-10h
The Complete JavaScript Course: Build a Real-World Project,1,195,27801,4340,All Levels,2016-10-14T22:52:23Z,Web Development,10-20h
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,1,150,17297,3166,All Levels,2016-05-02T23:09:15Z,Web Development,0-10h
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,1,150,40070,8341,All Levels,2016-03-03T20:17:59Z,Web Development,0-10h
Meteor and React for Realtime Apps,1,140,6527,1384,All Levels,2016-05-23T16:51:48Z,Web Development,0-10h
The Web Developer Bootcamp,1,200,121584,27445,All Levels,2015-11-02T21:13:27Z,Web Development,40-50h
AngularJS JumpStart with Dan Wahlin,1,75,17802,2144,All Levels,2014-03-24T17:31:15Z,Web Development,10-20h
The Complete Web Developer Course 2.0,1,200,114512,22412,All Levels,2016-03-08T22:28:36Z,Web Development,30-40h
Ultimate Web Designer & Developer Course: Build 23 Projects!,1,200,33788,4434,All Levels,2015-08-20T20:55:19Z,Web Development,30-40h
ExpressJS Fundamentals,0,0,21245,914,Introductory,2016-01-11T18:53:48Z,Web Development,0-10h
REST WCF Service in ASP.NET,0,0,7905,561,All Levels,2016-06-08T17:28:16Z,Web Development,0-10h
Projects in Node.js - Learn by Example,1,195,869,99,All Levels,2016-04-24T18:29:26Z,Web Development,0-10h
Building Data Visualizations with D3 and Angular 2,1,125,293,30,Introductory,2017-02-23T14:19:16Z,Web Development,0-10h
Learn Object Oriented PHP By Building a Complete Website,0,0,36322,2618,All Levels,2016-03-01T17:38:10Z,Web Development,0-10h
Web Programming Course : Asp.Net MVC,1,100,2760,76,All Levels,2015-07-13T22:58:32Z,Web Development,0-10h
Learn Spring Framework Practically - Hands On Recipies,1,145,522,50,All Levels,2016-08-11T05:58:08Z,Web Development,0-10h
One-stop Ruby on Rails: Build Web Applications from Scratch,1,145,1628,162,All Levels,2015-01-13T06:40:32Z,Web Development,10-20h
Learn what's new in PHP 7,0,0,12336,271,Intermediate,2016-04-04T22:32:13Z,Web Development,0-10h
Dive Into Docker: The Docker Course for Developers,0,0,6437,313,Introductory,2017-04-14T22:57:32Z,Web Development,0-10h
"Basic Concepts of Web Development, HTTP and Java Servlets",1,35,2797,59,Introductory,2014-08-27T11:31:44Z,Web Development,0-10h
The Most Comprehensive Web Development Course,1,200,333,22,All Levels,2017-05-01T22:36:28Z,Web Development,40-50h
Learn and Understand AngularJS,1,175,59361,11580,All Levels,2014-09-24T00:57:25Z,Web Development,0-10h
JavaScript: Understanding the Weird Parts,1,175,79612,16976,All Levels,2015-03-12T23:19:54Z,Web Development,10-20h
Webpack 2: The Complete Developer's Guide,1,75,8964,1893,All Levels,2017-01-03T20:09:17Z,Web Development,0-10h
Build Responsive Real World Websites with HTML5 and CSS3,1,195,43977,7106,All Levels,2015-03-24T22:06:26Z,Web Development,10-20h
ES6 Javascript: The Complete Developer's Guide,1,80,13010,2709,Introductory,2016-07-12T15:29:32Z,Web Development,0-10h
Learn and Understand NodeJS,1,195,58208,11123,All Levels,2015-08-31T21:07:48Z,Web Development,10-20h
Understanding TypeScript,1,110,9132,1560,All Levels,2016-09-12T17:33:38Z,Web Development,0-10h
Advanced React and Redux,1,140,21998,3326,Intermediate,2016-03-12T22:13:46Z,Web Development,10-20h
Modern React with Redux,1,180,50815,15117,All Levels,2015-12-28T19:20:21Z,Web Development,20-30h
Angular Styling & Animations (for Angular 2 and Angular 4),1,120,4138,307,Intermediate,2017-03-28T00:01:39Z,Web Development,0-10h
The Complete ASP.NET MVC 5 Course,1,190,20652,6357,All Levels,2016-05-16T17:04:54Z,Web Development,0-10h
GraphQL with React: The Complete Developers Guide,1,150,6412,987,Intermediate,2017-02-14T22:55:58Z,Web Development,10-20h
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",0,0,2464,17,All Levels,2017-03-07T15:40:37Z,Web Development,0-10h
WordPress in under an hour - Create/manage your own website!,0,0,6474,86,All Levels,2015-07-15T00:21:56Z,Web Development,0-10h
Twitter Bootstrap 2 for Beginners,1,20,2388,139,Introductory,2013-05-29T18:13:10Z,Web Development,0-10h
Bootstrap Tutorial - Essentials From Basic to Advanced,1,195,1494,23,All Levels,2015-11-29T22:38:00Z,Web Development,0-10h
Create an Engaging Website with Twitter Bootstrap 2.x,1,20,1463,56,All Levels,2012-06-18T17:06:55Z,Web Development,0-10h
Javascript :basics for beginners,1,30,1057,22,Introductory,2016-08-29T17:01:28Z,Web Development,0-10h
CSS Tutorial For Beginners: Style Your Wordpress Templates,1,35,1049,22,Introductory,2016-01-27T20:44:18Z,Web Development,0-10h
HTML5 And CSS3 - Build Modern Responsive Websites,1,175,109,17,All Levels,2017-06-02T18:58:51Z,Web Development,0-10h
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,1,95,2073,24,All Levels,2015-02-25T21:35:25Z,Web Development,0-10h
Web Development: Make A Website That Will Sell For Thousands,1,50,1116,62,All Levels,2013-09-03T00:08:55Z,Web Development,0-10h
WordPress Basics to Business: Share and Sell your Expertise,1,50,1125,10,Introductory,2016-04-07T21:06:31Z,Web Development,0-10h
PHP Zend Framework 2:Creating a CRUD Application,1,40,802,6,All Levels,2016-11-25T01:33:50Z,Web Development,0-10h
JavaScript Fundamentals,0,0,4409,71,All Levels,2016-12-20T15:34:05Z,Web Development,0-10h
Building a Website With Jekyll,1,20,686,19,All Levels,2016-01-25T19:07:31Z,Web Development,0-10h
Big Data and Apache Hadoop for Developers - Fundamentals,1,30,1154,89,Intermediate,2013-12-10T09:14:57Z,Web Development,0-10h
Wordpress Development : Create a Custom Wordpress Website,1,120,885,3,All Levels,2015-09-13T18:32:52Z,Web Development,0-10h
How to Make a Wordpress Website 2017,0,0,2437,137,Introductory,2016-06-07T00:02:04Z,Web Development,0-10h
RESTful Services with ASP.NET Web API,1,85,716,59,All Levels,2014-11-21T10:28:47Z,Web Development,0-10h
Web Hosting Fundamentals,1,20,1867,19,All Levels,2013-12-08T07:15:28Z,Web Development,0-10h
Learning Path: React: Make Stunning React Websites,1,200,91,5,Advanced,2017-04-18T16:49:41Z,Web Development,0-10h
Administering Microsoft SQL Server 2012 Databases - 70-462,1,60,586,65,All Levels,2015-03-23T00:20:29Z,Web Development,0-10h
PHP CodeIgniter:CRUD concepts in MVC,1,40,601,4,All Levels,2016-11-27T15:29:59Z,Web Development,0-10h
Adobe Experience Manager CMS Basics,1,35,81,14,Introductory,2017-05-02T16:54:56Z,Web Development,0-10h
Introduction to Frontend Web Development For  Beginners,1,145,1018,28,Introductory,2016-08-02T16:54:13Z,Web Development,0-10h
PHP: Complete Login and Registration System with PHP & MYSQL,1,200,1448,173,All Levels,2015-06-16T20:38:45Z,Web Development,0-10h
JavaScript Complete Guide to learning JavaScript,1,200,1296,22,Introductory,2016-05-17T17:19:48Z,Web Development,0-10h
Advanced Scalable Python Web Development Using Flask,1,120,1299,56,Intermediate,2016-08-11T22:09:24Z,Web Development,10-20h
jQuery for Absolute Beginners - Lite,1,20,1769,49,All Levels,2015-12-30T20:13:46Z,Web Development,0-10h
HTML Complete Course - Beginner to Expert,0,0,20073,615,All Levels,2016-02-29T00:15:42Z,Web Development,0-10h
Cross-Platform Development with ASP.NET Core 1.0 MVC,1,35,601,126,All Levels,2016-07-11T18:57:34Z,Web Development,0-10h
Build a Photo Blog with Ruby on Rails,1,20,2281,32,Intermediate,2015-04-02T20:30:12Z,Web Development,0-10h
Practical PHP: Master the Basics and Code Dynamic Websites,0,0,83737,4598,All Levels,2014-07-19T03:02:05Z,Web Development,0-10h
Sass Workflow,0,0,20890,945,Introductory,2015-02-06T15:54:23Z,Web Development,0-10h
Learn PHP Fundamentals From Scratch,0,0,48650,1236,Introductory,2013-10-16T08:12:40Z,Web Development,0-10h
XML For Absolute Beginners: Learn to create your own tags,1,75,1945,58,Introductory,2015-12-17T17:27:32Z,Web Development,0-10h
Joomla: Create a Joomla Website This Weekend With NO CODING!,0,0,18496,386,Introductory,2014-10-06T20:19:00Z,Web Development,0-10h
JavaScript for beginners - A Complete Guide,1,100,1193,87,All Levels,2015-06-16T00:35:45Z,Web Development,10-20h
Laravel Deployment - Launch your Laravel Application Online,0,0,4905,101,Intermediate,2016-10-22T20:12:05Z,Web Development,0-10h
WordPress Development Crash Course: From Zero To Hero,1,60,1699,8,All Levels,2016-02-01T22:07:26Z,Web Development,0-10h
Learn how to create a WordPress theme using Pinegrow,0,0,11812,152,Intermediate,2015-07-27T18:26:45Z,Web Development,0-10h
Learn to Build Web Apps using Laravel Framework,1,30,746,93,All Levels,2015-11-10T22:15:21Z,Web Development,0-10h
Flexbox: The complete guide,1,35,189,7,All Levels,2017-06-09T23:29:48Z,Web Development,0-10h
How to Safely Copy and Move Your WordPress Website,1,60,1419,38,Intermediate,2014-11-05T13:21:19Z,Web Development,0-10h
AngularJs :basics for beginners,1,45,1237,16,All Levels,2016-09-19T14:50:49Z,Web Development,0-10h
JSON For Beginners: A Very Basic Introduction,1,65,1703,27,Introductory,2016-01-18T23:06:45Z,Web Development,0-10h
Learn SASS and improve your CSS,1,55,1849,29,All Levels,2014-12-20T00:21:05Z,Web Development,0-10h
Angular Tutorial For Beginners,0,0,5397,112,Introductory,2017-02-28T04:07:50Z,Web Development,0-10h
HTML and CSS for Absolute Beginners,0,0,4410,52,All Levels,2017-01-20T17:02:27Z,Web Development,0-10h
"JavaScript, jQuery and Ajax",1,20,1554,30,All Levels,2016-02-02T18:36:12Z,Web Development,0-10h
Laravel Blog Development Starter,0,0,4499,138,All Levels,2017-02-14T00:38:18Z,Web Development,0-10h
React: Learn ReactJS Fundamentals for Front-End Developers,1,55,1993,55,All Levels,2016-06-06T15:29:42Z,Web Development,0-10h
JavaScript For Absolute Beginners - Level Two,1,30,424,85,Intermediate,2016-09-20T17:59:39Z,Web Development,0-10h
How To Create A Real Estate Website With Wordpress 2017,0,0,3782,32,Introductory,2017-06-06T14:10:36Z,Web Development,0-10h
The Complete HTML5 and CSS3 Course - with 8 Websites Design,1,30,1551,42,All Levels,2015-12-07T19:32:22Z,Web Development,0-10h
Introduction to Modern Programming with PHP,1,20,954,183,Introductory,2015-08-27T19:20:42Z,Web Development,10-20h
HTML Introduction Course: Learn HTML in 2 hours!!!,0,0,7304,368,All Levels,2016-03-08T15:24:31Z,Web Development,0-10h
Learn HTML & CSS: How To Start Your Web Development Career,0,0,15462,689,Introductory,2015-09-29T19:46:45Z,Web Development,0-10h
React vs Angular vs Vue.js by Example,0,0,6958,132,Introductory,2017-06-02T21:57:07Z,Web Development,0-10h
Create WordPress Plugins,1,50,964,19,All Levels,2016-04-08T21:24:12Z,Web Development,0-10h
Build and Deploy a LAMP server on AWS,0,0,3571,18,Introductory,2017-06-19T23:33:54Z,Web Development,0-10h
Build your own Beautiful Blog in WordPress + SEO,1,200,2421,6,All Levels,2015-11-25T18:00:35Z,Web Development,0-10h
AngularJS Authentication: Secure Your App with Auth0,0,0,21689,1080,All Levels,2016-04-01T05:51:48Z,Web Development,0-10h
Learn Bootstrap 4 by Example,0,0,5542,54,All Levels,2017-06-12T20:30:50Z,Web Development,0-10h
Complete WooCommerce Plugin Tutorial For Wordpress 2017,0,0,7922,183,Introductory,2017-01-27T16:47:14Z,Web Development,0-10h
How To Build And Make A Wordpress Website From Scratch 2017,0,0,7055,166,All Levels,2017-01-24T04:59:20Z,Web Development,0-10h
Docker for Developers - Newest Version 1.12 with Swarm Mode,1,95,767,104,Introductory,2016-07-22T15:37:25Z,Web Development,0-10h
Angular Material - Quickstart,0,0,3766,135,Introductory,2017-03-09T22:12:32Z,Web Development,0-10h
HTML and CSS for Beginners - Build a Website & Launch ONLINE,0,0,70773,5660,All Levels,2015-03-19T19:07:12Z,Web Development,0-10h
"Core: A Web App Reference Guide for Django, Python, and More",1,195,2497,98,All Levels,2014-05-29T00:58:43Z,Web Development,20-30h
"JSON with Java APIs, jQuery and JSON REST Web Services",1,95,799,87,Introductory,2016-05-30T23:54:43Z,Web Development,0-10h
Bootstrap 4 Quick Start: Code Modern Responsive Websites,0,0,41478,2104,All Levels,2015-12-30T21:28:31Z,Web Development,0-10h
Learn Symfony 3 framework by practical examples,1,125,867,177,All Levels,2016-09-19T21:05:38Z,Web Development,0-10h
"Complete Web Development with HTML, CSS and Javascript",0,0,2097,16,Intermediate,2017-06-27T21:49:31Z,Web Development,0-10h
Web Hosting Introduction: How to Publish Your Website Online,0,0,5533,137,Introductory,2015-02-09T00:55:50Z,Web Development,0-10h
Django For Beginners,1,175,534,16,Introductory,2016-08-23T18:49:41Z,Web Development,0-10h
Introduction to QGIS Python Programming,1,85,197,26,Introductory,2016-12-22T00:11:22Z,Web Development,0-10h
Learning Object-Oriented JavaScript,1,75,533,54,Intermediate,2015-02-17T09:53:12Z,Web Development,0-10h
Bootstrap Tutorial for Beginners,1,20,1036,27,Introductory,2016-02-21T16:50:57Z,Web Development,0-10h
Learn Bootstrap3 With Multi Purposes Single Page Layout,0,0,4503,146,All Levels,2016-02-16T21:59:01Z,Web Development,20-30h
HTML for Beginners,0,0,8592,336,Introductory,2013-07-20T00:52:41Z,Web Development,0-10h
How to Build WordPress Themes: A Web Designer's Guide,1,165,183,30,Intermediate,2017-03-31T23:56:08Z,Web Development,0-10h
XML DTD :basics for beginners,1,35,903,3,All Levels,2016-09-26T16:52:50Z,Web Development,0-10h
Learn to make an HTML 5 website with a video background,1,80,1236,18,All Levels,2015-06-05T18:13:08Z,Web Development,0-10h
Learn Authentication With ASP.NET Identity Security 2017,1,50,305,45,All Levels,2016-02-26T17:41:37Z,Web Development,0-10h
HTML and CSS Foundations,0,0,1544,15,Introductory,2017-06-23T16:51:54Z,Web Development,0-10h
Python Web Programming,1,100,1020,46,Introductory,2015-07-01T21:46:36Z,Web Development,0-10h
Build a Complete Registration and Login System using PHP MVC,1,80,325,50,All Levels,2017-02-23T22:20:23Z,Web Development,0-10h
ES6 / EcmaScript 6 for beginners an introduction,0,0,3227,19,Intermediate,2017-06-22T22:01:11Z,Web Development,0-10h
React for visual learners,1,20,659,64,All Levels,2016-07-18T21:41:36Z,Web Development,0-10h
Learn to Create Advance Responsive Websites With Bootstrap,1,20,2528,15,All Levels,2014-10-26T09:54:16Z,Web Development,0-10h
Master the Art of Web Design with HTML & CSS,1,145,550,15,All Levels,2016-12-28T20:23:56Z,Web Development,0-10h
Sell Courses On Your Own Website - No Coding Required!,1,100,1032,9,All Levels,2016-04-18T17:36:30Z,Web Development,0-10h
Implementing a Data Warehouse with SQL Server 2012 ,1,85,1142,148,All Levels,2015-05-01T23:08:38Z,Web Development,0-10h
Learning 200 jQuery Functions with 800 Examples,1,195,1766,38,All Levels,2015-02-24T22:57:40Z,Web Development,10-20h
Create Complete Web Applications easily with APEX 5,1,30,912,128,Intermediate,2015-07-14T20:30:11Z,Web Development,0-10h
"Learn Gulp, The Streaming Build System",1,25,1305,38,All Levels,2015-04-19T20:34:42Z,Web Development,0-10h
Perfect React JS Course - Understand Relevant Details,1,200,653,20,Introductory,2017-01-17T05:40:31Z,Web Development,0-10h
Create a classified website in 2 hours - guaranteed,1,50,3411,84,All Levels,2013-11-09T09:36:07Z,Web Development,0-10h
Learn HTML And CSS From Scratch,0,0,11533,240,Introductory,2016-02-19T15:50:39Z,Web Development,0-10h
Become a Certified Web Developer - Beginner to Expert,1,200,3397,12,All Levels,2015-04-06T16:38:49Z,Web Development,0-10h
Complete Bootstrap 4 course - build 3 projects,0,0,7865,241,All Levels,2017-04-07T17:26:02Z,Web Development,0-10h
Up and Running with Phalcon,1,20,715,12,All Levels,2016-11-10T15:33:54Z,Web Development,0-10h
HTML : HTML Awesomeness,1,25,988,23,Introductory,2016-08-17T19:33:35Z,Web Development,0-10h
Build CRUD Application - PHP & Mysql,0,0,4405,71,Introductory,2017-05-04T16:47:24Z,Web Development,0-10h
All You Need To Know About AngularJS - Training On AngularJS,1,50,1936,88,All Levels,2014-03-07T19:09:28Z,Web Development,0-10h
PSD To a Creative Landing Page Using Twitter Bootstrap 3,0,0,11666,546,Introductory,2016-04-07T00:04:27Z,Web Development,0-10h
Ready for Production with Spring Boot Actuator,1,55,361,26,Intermediate,2017-01-05T17:48:41Z,Web Development,0-10h
AngularJS For Beginners,0,0,30531,1948,All Levels,2015-06-30T20:28:22Z,Web Development,0-10h
Learning Path: Akka: Building Applications and Microservices,1,200,88,8,Intermediate,2017-05-04T00:35:35Z,Web Development,0-10h
Set up a localhost Web Server for Faster Website Development,1,30,55,13,All Levels,2017-06-12T15:12:19Z,Web Development,0-10h
Mastering Meteor: Reactive Full Stack JavaScript,1,95,494,46,Advanced,2015-12-10T18:16:09Z,Web Development,0-10h
Build A Professional Wordpress Website In An Hour,1,20,1294,11,All Levels,2014-12-31T04:42:49Z,Web Development,0-10h
Build a file hosting/sharing site in less than 2 hours ,1,20,976,29,All Levels,2014-07-14T18:43:39Z,Web Development,0-10h
Introduction to Java Programming for Online Learners,1,200,1586,87,Introductory,2013-04-17T02:55:10Z,Web Development,20-30h
Create full featured Landing Page in Ruby on Rails in 3 hour,1,30,1550,15,All Levels,2015-05-15T18:53:55Z,Web Development,0-10h
How to create a  video blog with WordPress,1,25,1209,8,All Levels,2016-03-29T17:43:26Z,Web Development,0-10h
PHP For WordPress Development,1,35,850,12,Introductory,2016-04-12T18:00:47Z,Web Development,0-10h
Create a Professional Website Without Programming/Coding,0,0,5421,93,All Levels,2015-01-17T09:15:37Z,Web Development,0-10h
How to Build an Autocomplete System Like Google,1,30,255,5,All Levels,2016-10-12T23:24:28Z,Web Development,0-10h
Master EmberJS : Learn Ember JS From Scratch,1,120,707,59,All Levels,2015-07-10T21:24:15Z,Web Development,0-10h
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,0,0,6856,137,Introductory,2016-11-29T23:01:43Z,Web Development,0-10h
Learn Top Ten PHP FrameWorks By Building Projects,1,60,1007,96,All Levels,2016-01-27T18:05:12Z,Web Development,10-20h
How to Make a Video Blog Website From Scratch w/ Wordpress ,0,0,12952,163,All Levels,2015-10-21T23:31:22Z,Web Development,0-10h
Build Websites And Apps By Outsourcing,1,20,2299,11,All Levels,2015-07-20T22:16:39Z,Web Development,0-10h
Learning Path: Web Applications with Spring and Angular,1,200,19,2,Advanced,2017-06-28T21:04:21Z,Web Development,0-10h
Learn Ruby on Rails By Building Projects,1,60,1736,79,All Levels,2014-11-12T09:33:28Z,Web Development,10-20h
Canvas image Creator HTML5 JavaScript project from Scratch,1,100,2195,10,Intermediate,2016-03-06T21:41:43Z,Web Development,0-10h
Javascript Essentials,0,0,47062,5590,Introductory,2016-01-20T19:08:27Z,Web Development,0-10h
Devtools 2017: The Basics of Chrome Developer Tools,0,0,4569,108,Introductory,2017-04-14T16:58:12Z,Web Development,0-10h
Chrome Extensions : Develop 5 chrome extensions from scratch,0,0,3655,85,Introductory,2017-03-30T15:22:46Z,Web Development,0-10h
Learn how to quickly build websites using Wordpress,0,0,15715,406,All Levels,2014-12-18T12:50:07Z,Web Development,0-10h
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,1,75,578,40,Advanced,2017-01-27T05:12:57Z,Web Development,0-10h
Develop a Professional OnePage WordPress site With No Coding,1,20,1747,13,Introductory,2016-08-29T16:47:15Z,Web Development,0-10h
PHP Specialist (2017 Edition),1,100,197,11,Introductory,2017-03-28T23:39:37Z,Web Development,0-10h
Python Programming: Create an Digital Marketplace in Django,1,195,4198,145,All Levels,2013-10-20T19:53:28Z,Web Development,20-30h
Create Ajax Chat App with PHP & Mysql,1,45,540,11,Introductory,2017-04-15T00:56:41Z,Web Development,0-10h
Mastering Thymeleaf with Spring,1,75,942,161,All Levels,2016-02-05T20:42:25Z,Web Development,0-10h
Learn Rails Programming in Less than 2 Hours,1,35,2470,24,All Levels,2015-09-23T02:21:50Z,Web Development,0-10h
Wordpress Backup & Restore,1,95,478,37,All Levels,2016-09-15T17:20:21Z,Web Development,0-10h
Learn JavaScript Dynamic Interactive Projects for Beginners,1,100,2558,12,Introductory,2016-02-14T18:51:48Z,Web Development,0-10h
Build Modern Websites Super Fast,1,25,2178,22,All Levels,2016-03-10T00:04:59Z,Web Development,0-10h
SAP - Learn SAPUI5 Professional Development,1,195,860,201,All Levels,2016-04-25T15:22:50Z,Web Development,0-10h
Wordpress Security,1,95,2888,26,All Levels,2015-04-13T17:53:02Z,Web Development,0-10h
Learn HTML5 At Your Own Pace. Ideal for Beginners,1,50,3026,60,All Levels,2012-02-28T18:52:32Z,Web Development,0-10h
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,1,20,2164,290,All Levels,2016-01-08T17:16:48Z,Web Development,0-10h
Build Real World Websites from Scratch using HTML5 and CSS3,1,195,10874,114,Introductory,2016-01-25T18:00:51Z,Web Development,0-10h
How to become an App Developer,1,200,1935,17,Introductory,2017-05-19T21:39:35Z,Web Development,0-10h
"Modern JavaScript: Building Real-World, Real-Time Apps",1,50,1871,154,Intermediate,2016-03-30T21:15:15Z,Web Development,10-20h
JavaScript Introduction to Object Oriented JavaScript,1,90,7789,59,Introductory,2015-10-01T17:43:34Z,Web Development,0-10h
Core HTML How to get online quickly HTML to HTML5 ,1,90,10394,33,Introductory,2015-08-21T18:53:23Z,Web Development,0-10h
Building Websites JavaScript and the DOM,1,120,17759,64,Introductory,2016-09-26T14:48:26Z,Web Development,0-10h
Complete Login and Registration System in PHP and MYSQL,1,200,4714,149,All Levels,2015-07-16T22:09:55Z,Web Development,0-10h
The Complete E-Commerce Web Developer Course 5.0,1,195,3209,58,All Levels,2016-09-13T16:12:58Z,Web Development,10-20h
HTML5 canvas Bootcamp for beginners 25 easy steps,1,120,14118,30,Introductory,2016-03-01T23:04:23Z,Web Development,0-10h
Advanced HTML5 Tutorial for Web Developers,1,50,11847,57,All Levels,2012-10-17T11:07:41Z,Web Development,0-10h
Learn the Basics of Programming for Marketers,1,55,11339,43,Introductory,2015-04-21T17:24:26Z,Web Development,0-10h
Css For Beginners,1,85,1156,13,Introductory,2015-10-21T20:14:34Z,Web Development,0-10h
GRUNT js: Automate web development tasks and save your time,1,55,1534,33,All Levels,2015-03-02T23:34:14Z,Web Development,0-10h
Mastering Web and Mobile Debugging Using Chrome Dev Tools,1,195,1102,12,All Levels,2016-01-29T21:02:49Z,Web Development,0-10h
HTML : Beginner Guide to HTML writing,1,20,783,20,Introductory,2016-07-28T18:50:58Z,Web Development,0-10h
Build Web Apps Using EmberJS: The Complete Course,1,40,627,126,All Levels,2015-12-10T18:01:55Z,Web Development,0-10h
SharePoint 2013 Development using C# - Part I,1,50,891,101,All Levels,2014-11-06T13:59:44Z,Web Development,0-10h
SAP Crystal Reports with ASP.Net (Step by step),0,0,7484,304,Introductory,2015-03-04T01:33:32Z,Web Development,0-10h
Building Responsive Data Visualizations with D3 JS,1,85,876,59,All Levels,2015-06-12T20:17:52Z,Web Development,0-10h
Learn Rails Programming in Less than 30 Minute - Lite,1,20,1235,25,All Levels,2016-01-06T17:49:01Z,Web Development,0-10h
SASS - Beginner Crash Course,1,25,1143,34,Introductory,2015-02-12T17:13:26Z,Web Development,0-10h
Angular 2 Fundamentals for Web Developers,1,40,450,61,All Levels,2016-04-14T18:43:47Z,Web Development,0-10h
Easily Learn Web Development With Drop & Drag: OptimizePress,1,20,1442,9,Introductory,2015-01-23T06:46:27Z,Web Development,0-10h
XML XSLT - Crash Course for Beginners,1,45,426,4,All Levels,2017-02-19T18:11:07Z,Web Development,0-10h
Create Your Own Successful Online School To Sell Courses,1,95,2814,14,Introductory,2014-11-18T04:02:55Z,Web Development,0-10h
Flask Tutorial Step by Step,0,0,4645,171,Intermediate,2017-02-28T16:27:45Z,Web Development,0-10h
Ruby on Rails a Beginners Guide ,0,0,13130,346,Introductory,2016-03-18T14:58:53Z,Web Development,0-10h
Mastering Basic CSS Selectors.,0,0,3933,23,Introductory,2017-05-09T22:13:22Z,Web Development,0-10h
Create a Website Similar to Facebook from Scratch!,1,25,2197,9,All Levels,2016-02-09T06:15:07Z,Web Development,0-10h
